Statut,Lignes avec marqueurs + termes médicaux (texte original CLEAR EX),Lignes avec marqueurs + termes médicaux avec balises <t> (CLEAR EX),Terme médical,Marqueur,Indicateur,Reformulation
non,"Ces essais devraient idéalement a) recruter des participants atteints de tout type de strabisme ou spécifier le sous-groupe de participants à étudier, par exemple, thyroïdien, paralytique, non paralytique, pédiatrique ; b) randomiser tous les participants consentants dans les groupes traités par chirurgie avec sutures ajustables ou sutures non ajustables prospectivement ; c) avoir au moins six mois de données de suivi et d) inclure les taux de ré-intervention comme critère de jugement principal.","Ces essais devraient idéalement a) recruter des participants atteints de tout type de <t>strabisme<t> ou spécifier le sous-groupe de participants à étudier, par exemple, thyroïdien, paralytique, non paralytique, pédiatrique ; b) randomiser tous les participants consentants dans les groupes traités par <t>chirurgie<t> avec sutures ajustables ou sutures non ajustables prospectivement ; c) avoir au moins six mois de données de suivi et d) inclure les taux de ré-intervention comme critère de <t>jugement<t> <t>principal<t>.",,,par exemple ; ou non<h>,
oui,"La cervicalgie est une affection fréquente, invalidante et coûteuse.","La <t>cervicalgie<t> <mdef>est une<mdef> <t>affection<t> fréquente, invalidante et coûteuse.",La cervicalgie,est un/e,affection/s,"une affection fréquente, invalidante et coûteuse."
non,"Aucune preuve de qualité élevée n'a été trouvée, ce qui signifie que des incertitudes persistent quant à l'efficacité de l'exercice pour les douleurs cervicales.","Aucune preuve de qualité élevée n'a été trouvée, ce qui signifie que des incertitudes persistent quant à l'<t>efficacité<t> de l'exercice pour les douleurs cervicales.",,signifie,,
oui,"La cervicalgie est une affection fréquente, invalidante et coûteuse.","La <t>cervicalgie<t> <mdef>est une<mdef> <t>affection<t> fréquente, invalidante et coûteuse.",La cervicalgie,est un/e,affection/s,"une affection fréquente, invalidante et coûteuse."
oui,"Les essais contrôlés randomisés (ECR) et les ECR en cluster portant sur des interventions psychologiques et recrutant des femmes atteintes d'un cancer du sein métastatique.Les critères de jugement choisis pour l'analyse étaient la survie globale, les résultats psychologiques, la douleur, la qualité de vie, les mesures de résultats spécifiques à la maladie, les mesures des relations et du soutien social et la qualité du sommeil.","Les essais contrôlés randomisés (ECR) et les ECR en cluster portant sur des interventions psychologiques et recrutant des femmes atteintes d'un <t>cancer<t> du sein métastatique.Les critères de <t>jugement<t> choisis pour l'analyse étaient la survie globale, les résultats psychologiques, la <t>douleur<t>, la qualité de vie, les mesures de résultats spécifiques à la <t>maladie<t>, les mesures des relations et du soutien <t>social<t> et la qualité du <t>sommeil<t>.",Les essais contrôlés randomisés,(),maladie/s,ECR
oui,"Les éléments déterminants pour l'inclusion étaient que l'essai devait évaluer une intervention délivrée par un physiothérapeute, que l'assignation du traitement était randomisés; et que la population étudiée souffrait d'un trouble de l'épaule, à l'exclusion des patients traumatisés ou souffrant de maladies inflammatoires systémiques tels que la polyarthrite rhumatoïde.","Les éléments déterminants pour l'inclusion étaient que l'essai devait évaluer une intervention délivrée par un <t>physiothérapeute<t>, que l'assignation du traitement était randomisés; et que la population étudiée souffrait d'un <t>trouble<t> de l'épaule, à l'exclusion des patients traumatisés ou souffrant de maladies inflammatoires systémiques tels que la <t>polyarthrite<t> rhumatoïde.",maladies inflammatoires systémiques,,maladie ; trouble/s non<h> ; ou non<h> ; tels que,la polyarthrite rhumatoïde
non,"Les résultats ont été présentés pour chaque sous-groupe de diagnostic (maladie de la coiffe des rotateurs, capsulite rétractile, instabilité antérieure, etc.","Les résultats ont été présentés pour chaque sous-groupe de diagnostic (<t>maladie<t> de la coiffe des rotateurs, <t>capsulite<t> rétractile, instabilité antérieure, etc.",,,maladie,
non,"L'exercice sest avéré efficace en termes de rétablissement à court terme pour la maladie de la coiffe des rotateurs (RR de 7,74 (1,97- 30,32)) et de bénéfice à plus long terme en matière de capacités fonctionnelles (RR de 2,45 (1,24-4,86)).","L'exercice sest avéré <t>efficace<t> en termes de rétablissement à <t>court<t> terme pour la <t>maladie<t> de la coiffe des rotateurs (RR de 7,74 (1,97- 30,32)) et de bénéfice à plus <t>long<t> terme en matière de capacités fonctionnelles (RR de 2,45 (1,24-4,86)).",,,maladie,
non,Une mobilisation associée à de l'exercice offrait un bénéfice supplémentaire par rapport à l'exercice seul pour la maladie de la coiffe des rotateurs.,Une <t>mobilisation<t> associée à de l'exercice offrait un bénéfice supplémentaire par rapport à l'exercice <t>seul<t> pour la <t>maladie<t> de la coiffe des rotateurs.,,,maladie,
non,"Certaines preuves indiquent que les injections de corticostéroïdes sont supérieures à la physiothérapie pour la maladie de la coiffe des rotateurs, mais aucune preuve n'indique que la physiothérapie seule offre un bénéfice pour la capsulite rétractive.","Certaines preuves indiquent que les <t>injections<t> de <t>corticostéroïdes<t> sont supérieures à la <t>physiothérapie<t> pour la <t>maladie<t> de la coiffe des rotateurs, mais aucune preuve n'indique que la <t>physiothérapie<t> seule offre un bénéfice pour la <t>capsulite<t> rétractive.",,,maladie,
non,"Nous avons effectué des recherches dans le registre spécialisé du groupe Cochrane sur les maladies infectieuses (27 mai 2015) ; CENTRAL (publié dans la Bibliothèque Cochrane 2015, numéro 5) ; MEDLINE (de 1966 au 27 mai 2015) ; EMBASE (de 1974 au 27 mai 2015) ; LILACS (de 1982 au 27 mai 2015) ; PsycINFO (de 1967 au 27 mai 2015) ; Science Citation Index et Social Science Citation Index (de 1981 au 27 mai 2015) ; ERIC (de 1966 au 27 mai 2015) ; SPECTR (de 2000 au 27 mai 2015) ; Bibliomap (de 1990 au 27 mai 2015) ; RoRe, The Grey Literature (de 2002 au 27 mai 2015) ; le Système d'enregistrement international des essais cliniques de l'OMS (ICTRP), le métaregistre des essais contrôlés (mRCT) et les références bibliographiques des articles, jusqu'au 27 mai 2015.","Nous avons effectué des recherches dans le registre <t>spécialisé<t> du groupe Cochrane sur les maladies infectieuses (27 mai 2015) ; CENTRAL (publié dans la Bibliothèque Cochrane 2015, numéro 5) ; MEDLINE (de 1966 au 27 mai 2015) ; EMBASE (de 1974 au 27 mai 2015) ; LILACS (de 1982 au 27 mai 2015) ; PsycINFO (de 1967 au 27 mai 2015) ; Science Citation Index et Social Science Citation Index (de 1981 au 27 mai 2015) ; ERIC (de 1966 au 27 mai 2015) ; SPECTR (de 2000 au 27 mai 2015) ; Bibliomap (de 1990 au 27 mai 2015) ; RoRe, The Grey Literature (de 2002 au 27 mai 2015) ; le Système d'enregistrement international des essais cliniques de l'OMS (ICTRP), le métaregistre des essais contrôlés (mRCT) et les références bibliographiques des articles, jusqu'au 27 mai 2015.",,,maladie,
non,Transfusion prophylactique de plaquettes pour la prévention des saignements chez les patients présentant des troubles hématologiques après une chimiothérapie et une greffe de cellules souches.,Transfusion prophylactique de plaquettes pour la <t>prévention des saignements<t> chez les patients présentant des troubles hématologiques après une <t>chimiothérapie<t> et une <t>greffe<t> de cellules souches.,,,trouble/s,
non,Déterminer l'utilisation la plus efficace de la transfusion de plaquettes pour la prévention des saignements chez les patients atteints de troubles hématologiques subissant une chimiothérapie ou une greffe de cellules souches.,Déterminer l'utilisation la plus <t>efficace<t> de la <t>transfusion<t> de plaquettes pour la <t>prévention des saignements<t> chez les patients atteints de troubles hématologiques subissant une <t>chimiothérapie<t> ou une <t>greffe<t> de cellules souches.,,,trouble/s ; ou non<h>,
non,"Les ECR portant sur les transfusions de concentrés de plaquettes, préparées soit à partir d'unités individuelles de sang entier ou par aphérèse, et administrées afin de prévenir les saignements chez les patients atteints de troubles hématologiques.","Les ECR portant sur les transfusions de concentrés de plaquettes, préparées soit à partir d'unités individuelles de <t>sang<t> entier ou par aphérèse, et administrées afin de prévenir les saignements chez les patients atteints de troubles hématologiques.",,,trouble/s ; ou non<h>,
non,"Deux essais (205 participants) de la revue originale sont désormais exclus, car moins de 80  pour cent  des participants présentaient un trouble hématologique.","Deux essais (205 participants) de la revue originale sont désormais <t>exclus<t>, car moins de 80  pour cent  des participants présentaient un <t>trouble<t> <t>hématologique<t>.",,,trouble/s,
non,"En général, les critères de substitution pour la survie du greffon sont favorables aux TOR-I (risque plus faible de rejet aigu et TFG supérieur) et les critères de substitution pour les résultats des patients sont moins bons avec les TOR-I (suppression de la moelle osseuse, trouble lipidique).","En <t>général<t>, les critères de substitution pour la survie du <t>greffon<t> sont favorables aux TOR-I (risque plus <t>faible<t> de rejet <t>aigu<t> et TFG <t>supérieur<t>) et les critères de substitution pour les résultats des patients sont moins bons avec les TOR-I (suppression de la <t>moelle osseuse<t>, <t>trouble<t> lipidique).",,,trouble/s,
non,"Pendant longtemps, un apport hydrique accru a été la principale mesure préventive pour la maladie et sa récidive.","Pendant longtemps, un apport hydrique accru a été la principale mesure préventive pour la <t>maladie<t> et sa <t>récidive<t>.",,,maladie,
non,"Nous avons effectué des recherches dans le registre spécialisé du groupe Cochrane sur les maladies rénales, CENTRAL, MEDLINE, EMBASE et le Chinese Biomedical Disk à l'aide d'une stratégie de recherche développée conjointement avec le Coordinateur de recherche des essais du Groupe Cochrane sur les maladies rénales.","Nous avons effectué des recherches dans le registre <t>spécialisé<t> du groupe Cochrane sur les maladies rénales, CENTRAL, MEDLINE, EMBASE et le Chinese Biomedical Disk à l'aide d'une stratégie de recherche développée conjointement avec le Coordinateur de recherche des essais du Groupe Cochrane sur les maladies rénales.",,,maladie,
non,"Nous avons consulté les registres d'essais des groupes de revue systématique Cochrane suivants : groupe sur les accidents vasculaires cérébraux (dernière recherche en octobre 2004), groupe sur la cardiologie, groupe sur les maladies vasculaires périphériques et groupe sur les troubles métaboliques et endocriniens (dernière recherche en mai 2003).","Nous avons consulté les registres d'essais des groupes de revue systématique Cochrane suivants : groupe sur les accidents vasculaires cérébraux (dernière recherche en octobre 2004), groupe sur la cardiologie, groupe sur les <t>maladies vasculaires<t> périphériques et groupe sur les troubles métaboliques et endocriniens (dernière recherche en mai 2003).",,,maladie ; trouble/s,
oui,L'apraxie de la parole est un trouble de la communication qui peut toucher les patients victimes d'un AVC.,L'<t>apraxie<t> de la parole <mdef>est un<mdef> <t>trouble<t> de la communication qui peut <t>toucher<t> les patients victimes d'un AVC.,L'apraxie de la parole,est un/e,trouble/s,un trouble de la communication qui peut toucher les patients victimes d'un AVC.
oui,"La cellulite et l'érysipèle sont aujourd'hui considérées comme des manifestations de la même maladie, une infection cutanée associée à une douleur intense et à des symptômes systémiques.","La <t>cellulite<t> et l'<t>érysipèle<t> sont aujourd'hui considérées comme des manifestations de la même <t>maladie<t>, une <t>infection<t> cutanée associée à une <t>douleur<t> intense et à des symptômes systémiques.",La cellulite et l'érysipèle ,sont considérées comme,maladie,"des manifestations de la même maladie, une infection cutanée associée à une douleur intense et à des symptômes systémiques."
oui,"La sclérose latérale amyotrophique, aussi appelée "" maladie du motoneurone "", est une maladie neuromusculaire mortelle qui se caractérise par un affaiblissement progressif du muscle jusqu'à sa paralysie.","La <t>sclérose<t> latérale amyotrophique, aussi appelée "" <t>maladie<t> du motoneurone "", <mdef>est une<mdef> <t>maladie<t> neuromusculaire mortelle qui se caractérise par un affaiblissement <t>progressif<t> du <t>muscle<t> jusqu'à sa <t>paralysie<t>.",La sclérose latérale amyotrophique,est un/e ; aussi appelée,maladie,une maladie neuromusculaire mortelle qui se caractérise par un affaiblissement progressif du muscle jusqu'à sa paralysie.
non,"Nous avons mis à jour les recherches du registre spécialisé du groupe Cochrane sur les affections neuro-musculaires (19 avril 2011), CENTRAL (2011, numéro 2), MEDLINE (janvier 1966 à avril 2011) et EMBASE (janvier 1980 à avril 2011), vérifié les listes bibliographiques des documents identifiés et contacté les auteurs des études identifiées afin d'obtenir des résultats non publiés supplémentaires.","Nous avons mis à jour les recherches du registre <t>spécialisé<t> du groupe Cochrane sur les <t>affections neuro-musculaires<t> (19 avril 2011), CENTRAL (2011, numéro 2), MEDLINE (janvier 1966 à avril 2011) et EMBASE (janvier 1980 à avril 2011), vérifié les listes bibliographiques des documents identifiés et contacté les auteurs des études identifiées afin d'obtenir des résultats non publiés supplémentaires.",,,affection/s,
non,Interventions pour la dysphagie dans les maladies musculaires progressives.,Interventions pour la <t>dysphagie<t> dans les maladies musculaires progressives.,,,maladie,
